annex,country,regulated area ,reg_area_cod,regulated gear ,species,specon,sum_discards,sum_landings,vessel length,year
BAL,FIN,A,A,NONE,COD,NONE,0,285.33609,NONE,2013
BAL,FIN,A,A,NONE,SAL,NONE,0,0.01887,NONE,2013
BAL,FIN,A,A,NONE,PLE,NONE,0,0.2898,NONE,2013
BAL,FIN,A,A,NONE,FLX,NONE,0,8.82468,NONE,2013
BAL,FIN,A,A,NONE,TUR,NONE,0,0.0162,NONE,2013
BAL,FIN,A,A,NONE,WHG,NONE,0,2.10866,NONE,2013
BAL,FIN,B,B,NONE,COD,NONE,0,153.5859,NONE,2013
BAL,FIN,B,B,NONE,FLX,NONE,0,8.59356,NONE,2013
BAL,FIN,B,B,NONE,TUR,NONE,0,0.864,NONE,2013
BAL,FIN,C,C,NONE,COD,NONE,0.211,2.1528,NONE,2013
BAL,FIN,C,C,NONE,FPE,NONE,0,0.057,NONE,2013
BAL,FIN,C,C,NONE,FLX,NONE,0.004,0.0162,NONE,2013
BAL,FIN,C,C,NONE,FPI,NONE,0,0.003,NONE,2013
BAL,FIN,C,C,GILL,FBM,NONE,0,2.607,NONE,2015
BAL,FIN,C,C,GILL,FBU,NONE,0,2.2,NONE,2015
BAL,FIN,C,C,GILL,FID,NONE,0,0.692,NONE,2015
BAL,FIN,C,C,GILL,FIN,NONE,0,0.103,NONE,2015
BAL,FIN,C,C,GILL,FLE,NONE,0,0.0054,NONE,2015
BAL,FIN,C,C,GILL,FRO,NONE,0,4.289,NONE,2015
BAL,FIN,C,C,GILL,FVE,NONE,0,0.077,NONE,2015
BAL,FIN,C,C,GILL,PLN,NONE,0,20.627,NONE,2015
BAL,FIN,C,C,GILL,SME,NONE,0,4.582,NONE,2015
BAL,FIN,C,C,GILL,TRR,NONE,0,0.0348,NONE,2015
BAL,FIN,C,C,GILL,TRS,NONE,0,0.47286,NONE,2015
BAL,FIN,C,C,GILL,COD,NONE,0,0.00351,NONE,2015
BAL,FIN,C,C,GILL,FPE,NONE,0,14.023,NONE,2015
BAL,FIN,C,C,GILL,FPI,NONE,0,9.564,NONE,2015
BAL,FIN,C,C,GILL,FPP,NONE,0,15.004,NONE,2015
BAL,FIN,C,C,PEL_SEINE,FBU,NONE,0,0.024,NONE,2015
BAL,FIN,C,C,PEL_SEINE,FVE,NONE,0,8.134,NONE,2015
BAL,FIN,C,C,PEL_SEINE,PLN,NONE,0,0.16,NONE,2015
BAL,FIN,C,C,PEL_SEINE,SME,NONE,0,4.962,NONE,2015
BAL,FIN,C,C,PEL_SEINE,FPE,NONE,0,0.014,NONE,2015
BAL,FIN,C,C,PEL_SEINE,FPI,NONE,0,0.005,NONE,2015
BAL,FIN,C,C,PEL_SEINE,FPP,NONE,0,0.007,NONE,2015
BAL,FIN,C,C,POTS,FBM,NONE,0,17.749,NONE,2015
BAL,FIN,C,C,POTS,FBU,NONE,0,9.8,NONE,2015
BAL,FIN,C,C,POTS,FID,NONE,0,0.212,NONE,2015
BAL,FIN,C,C,POTS,FRO,NONE,0,3.219,NONE,2015
BAL,FIN,C,C,POTS,PLN,NONE,0,0.312,NONE,2015
BAL,FIN,C,C,POTS,TRS,NONE,0,0.18315,NONE,2015
BAL,FIN,C,C,POTS,FPE,NONE,0,3.873,NONE,2015
BAL,FIN,C,C,POTS,FPI,NONE,0,11.175,NONE,2015
BAL,FIN,C,C,POTS,FPP,NONE,0,0.689,NONE,2015
BAL,FIN,C,C,R-GILL,FBM,NONE,0,7.326,NONE,2015
BAL,FIN,C,C,R-GILL,FBU,NONE,0,8.01,NONE,2015
BAL,FIN,C,C,R-GILL,FID,NONE,0,1.494,NONE,2015
BAL,FIN,C,C,R-GILL,FIN,NONE,0,0.007,NONE,2015
BAL,FIN,C,C,R-GILL,FRO,NONE,0,0.224,NONE,2015
BAL,FIN,C,C,R-GILL,PLN,NONE,0,1.702,NONE,2015
BAL,FIN,C,C,R-GILL,SME,NONE,0,0.701,NONE,2015
BAL,FIN,C,C,R-GILL,TRR,NONE,0,0.0024,NONE,2015
BAL,FIN,C,C,R-GILL,TRS,NONE,0,0.32856,NONE,2015
BAL,FIN,C,C,R-GILL,FPE,NONE,0,1.002,NONE,2015
BAL,FIN,C,C,R-GILL,FPI,NONE,0,10.723,NONE,2015
BAL,FIN,C,C,R-GILL,FPP,NONE,0,3.853,NONE,2015
BAL,FIN,C,C,R-LONGLINE,FBU,NONE,0,1.42,NONE,2015
BAL,FIN,C,C,R-LONGLINE,FRO,NONE,0,0.005,NONE,2015
BAL,FIN,C,C,R-LONGLINE,PLN,NONE,0,0.102,NONE,2015
BAL,FIN,C,C,R-LONGLINE,FPE,NONE,0,0.909,NONE,2015
BAL,FIN,C,C,R-LONGLINE,FPI,NONE,0,5.113,NONE,2015
BAL,FIN,C,C,R-LONGLINE,FPP,NONE,0,0.176,NONE,2015
BAL,SWE,A,A,R-OTTER,FLE,BACOMA,,0.04,O10T12M,2003
BAL,SWE,A,A,R-OTTER,COD,BACOMA,,0.51,O10T12M,2003
BAL,SWE,B,B,R-OTTER,FLE,BACOMA,0.353,0.621,O10T12M,2003
BAL,SWE,B,B,R-OTTER,COD,BACOMA,4.18,31.209,O10T12M,2003
BAL,SWE,B,B,R-OTTER,PLE,BACOMA,,0.2,O10T12M,2003
BAL,SWE,B,B,R-OTTER,TUR,BACOMA,,0.118,O10T12M,2003
BAL,POL,A,A,R-OTTER,FLE,BACOMA,0.151,0.216,O10T12M,2004
BAL,POL,A,A,R-OTTER,PLN,BACOMA,,0.011,O10T12M,2004
BAL,POL,A,A,R-OTTER,TRS,BACOMA,,0.004,O10T12M,2004
BAL,POL,A,A,R-OTTER,COD,BACOMA,0.304,3.0754,O10T12M,2004
BAL,POL,A,A,R-OTTER,FPE,BACOMA,,0.0415,O10T12M,2004
BAL,POL,A,A,R-OTTER,FPP,BACOMA,,0.025,O10T12M,2004
BAL,POL,A,A,R-OTTER,TUR,BACOMA,,0.0172,O10T12M,2004
BAL,POL,B,B,R-OTTER,FLE,BACOMA,60.662,18.071,O10T12M,2004
BAL,POL,B,B,R-OTTER,COD,BACOMA,1.528,27.5877,O10T12M,2004
BAL,POL,B,B,R-OTTER,FPE,BACOMA,,0.35,O10T12M,2004
BAL,POL,B,B,R-OTTER,FPP,BACOMA,,0.188,O10T12M,2004
BAL,POL,B,B,R-OTTER,TUR,BACOMA,,0.3238,O10T12M,2004
BAL,SWE,A,A,R-OTTER,FLE,BACOMA,,0.4,O10T12M,2004
BAL,SWE,A,A,R-OTTER,COD,BACOMA,,10.364,O10T12M,2004
BAL,SWE,A,A,R-OTTER,PLE,BACOMA,,0.024,O10T12M,2004
BAL,SWE,B,B,R-OTTER,FLE,BACOMA,0.809,0.714,O10T12M,2004
BAL,SWE,B,B,R-OTTER,COD,BACOMA,2.642,43.69,O10T12M,2004
BAL,SWE,B,B,R-OTTER,PLE,BACOMA,,0.091,O10T12M,2004
BAL,SWE,B,B,R-OTTER,TUR,BACOMA,,0.021,O10T12M,2004
BAL,POL,A,A,R-OTTER,ELE,BACOMA,,0.009,O10T12M,2005
BAL,POL,A,A,R-OTTER,FLE,BACOMA,,3.3725,O10T12M,2005
BAL,POL,A,A,R-OTTER,PLN,BACOMA,,0.0494,O10T12M,2005
BAL,POL,A,A,R-OTTER,COD,BACOMA,0.15,18.368,O10T12M,2005
BAL,POL,A,A,R-OTTER,FPE,BACOMA,,0.169,O10T12M,2005
BAL,POL,A,A,R-OTTER,FPP,BACOMA,,0.2297,O10T12M,2005
BAL,POL,A,A,R-OTTER,TUR,BACOMA,,0.2013,O10T12M,2005
BAL,POL,B,B,R-OTTER,FLE,BACOMA,0.518,28.9941,O10T12M,2005
BAL,POL,B,B,R-OTTER,PLN,BACOMA,,0.003,O10T12M,2005
BAL,POL,B,B,R-OTTER,TRS,BACOMA,,0.004,O10T12M,2005
BAL,POL,B,B,R-OTTER,COD,BACOMA,4.322,34.1691,O10T12M,2005
BAL,POL,B,B,R-OTTER,FPE,BACOMA,,0.0035,O10T12M,2005
BAL,POL,B,B,R-OTTER,FPP,BACOMA,,0.134,O10T12M,2005
BAL,POL,B,B,R-OTTER,TUR,BACOMA,,0.1166,O10T12M,2005
BAL,SWE,A,A,R-OTTER,COD,BACOMA,0.006,0.55,O10T12M,2005
BAL,SWE,B,B,R-OTTER,COD,BACOMA,3.411,11.838,O10T12M,2005
BAL,DEU,A,A,R-OTTER,BLL,BACOMA,0.004,0.07,O10T12M,2006
BAL,DEU,A,A,R-OTTER,ELE,BACOMA,,0.001,O10T12M,2006
BAL,DEU,A,A,R-OTTER,FLE,BACOMA,422.7986,167.318,O10T12M,2006
BAL,DEU,A,A,R-OTTER,FRO,BACOMA,,0.094,O10T12M,2006
BAL,DEU,A,A,R-OTTER,MUL,BACOMA,,0.014,O10T12M,2006
BAL,DEU,A,A,R-OTTER,PLN,BACOMA,,0.031,O10T12M,2006
BAL,DEU,A,A,R-OTTER,TRS,BACOMA,,0.009,O10T12M,2006
BAL,DEU,A,A,R-OTTER,COD,BACOMA,36.9256,533.072,O10T12M,2006
BAL,DEU,A,A,R-OTTER,SAL,BACOMA,,0.001,O10T12M,2006
BAL,DEU,A,A,R-OTTER,DAB,BACOMA,18.1486,43.722,O10T12M,2006
BAL,DEU,A,A,R-OTTER,FPE,BACOMA,,0.909,O10T12M,2006
BAL,DEU,A,A,R-OTTER,PLE,BACOMA,10.0629,24.398,O10T12M,2006
BAL,DEU,A,A,R-OTTER,FLX,BACOMA,,22.143,O10T12M,2006
BAL,DEU,A,A,R-OTTER,HAD,BACOMA,,0.003,O10T12M,2006
BAL,DEU,A,A,R-OTTER,LEM,BACOMA,,0.013,O10T12M,2006
BAL,DEU,A,A,R-OTTER,FPI,BACOMA,,0.05,O10T12M,2006
BAL,DEU,A,A,R-OTTER,OTH,BACOMA,,0.042,O10T12M,2006
BAL,DEU,A,A,R-OTTER,FPP,BACOMA,,1.069,O10T12M,2006
BAL,DEU,A,A,R-OTTER,TUR,BACOMA,0.582,0.968,O10T12M,2006
BAL,DEU,A,A,R-OTTER,WHG,BACOMA,5.9572,11.72,O10T12M,2006
BAL,DEU,B,B,R-OTTER,BLL,BACOMA,,0.002,O10T12M,2006
BAL,DEU,B,B,R-OTTER,FLE,BACOMA,4.63,0.37,O10T12M,2006
BAL,DEU,B,B,R-OTTER,COD,BACOMA,5.336,31.45,O10T12M,2006
BAL,DEU,B,B,R-OTTER,DAB,BACOMA,,0.536,O10T12M,2006
BAL,DEU,B,B,R-OTTER,PLE,BACOMA,,0.287,O10T12M,2006
BAL,DEU,B,B,R-OTTER,FLX,BACOMA,,0.235,O10T12M,2006
BAL,DEU,B,B,R-OTTER,OTH,BACOMA,,0.001,O10T12M,2006
BAL,DEU,B,B,R-OTTER,WHG,BACOMA,,0.235,O10T12M,2006
BAL,DEU,A,A,R-PEL_TRAWL,FLE,BACOMA,,1.488,O10T12M,2006
BAL,DEU,A,A,R-PEL_TRAWL,COD,BACOMA,,33.972,O10T12M,2006
BAL,DEU,A,A,R-PEL_TRAWL,PLE,BACOMA,,0.026,O10T12M,2006
BAL,DEU,A,A,R-PEL_TRAWL,FPI,BACOMA,,0.024,O10T12M,2006
BAL,DEU,A,A,R-PEL_TRAWL,TUR,BACOMA,,0.086,O10T12M,2006
BAL,POL,A,A,R-OTTER,FLE,BACOMA,17.231,21.622,O10T12M,2006
BAL,POL,A,A,R-OTTER,COD,BACOMA,2.509,19.6828,O10T12M,2006
BAL,POL,A,A,R-OTTER,FPP,BACOMA,,0.175,O10T12M,2006
BAL,POL,A,A,R-OTTER,TUR,BACOMA,0.103,0.2457,O10T12M,2006
BAL,POL,B,B,R-OTTER,FLE,BACOMA,292.393,101.19,O10T12M,2006
BAL,POL,B,B,R-OTTER,COD,BACOMA,8.531,57.5387,O10T12M,2006
BAL,POL,B,B,R-OTTER,FPP,BACOMA,,0.18,O10T12M,2006
BAL,POL,B,B,R-OTTER,TUR,BACOMA,,0.2331,O10T12M,2006
BAL,SWE,A,A,R-OTTER,COD,BACOMA,0.219,9.068,O10T12M,2006
BAL,SWE,B,B,R-OTTER,FLE,BACOMA,5.075,0.33,O10T12M,2006
BAL,SWE,B,B,R-OTTER,COD,BACOMA,9.933,38.527,O10T12M,2006
BAL,SWE,B,B,R-OTTER,SAL,BACOMA,,0.005,O10T12M,2006
BAL,SWE,B,B,R-OTTER,PLE,BACOMA,,0.11,O10T12M,2006
BAL,SWE,B,B,R-OTTER,TUR,BACOMA,,0.003,O10T12M,2006
BAL,SWE,B,B,R-OTTER,WHG,BACOMA,,0.436,O10T12M,2006
BAL,DEU,A,A,R-OTTER,BLL,BACOMA,0.032,0.156,O10T12M,2007
BAL,DEU,A,A,R-OTTER,FBR,BACOMA,,0.008,O10T12M,2007
BAL,DEU,A,A,R-OTTER,FLE,BACOMA,79.5797,187.901,O10T12M,2007
BAL,DEU,A,A,R-OTTER,FRO,BACOMA,,0.55,O10T12M,2007
BAL,DEU,A,A,R-OTTER,MUL,BACOMA,,0.001,O10T12M,2007
BAL,DEU,A,A,R-OTTER,PLN,BACOMA,,0.009,O10T12M,2007
BAL,DEU,A,A,R-OTTER,COD,BACOMA,25.3289,389.697,O10T12M,2007
BAL,DEU,A,A,R-OTTER,DAB,BACOMA,5.1524,43.588,O10T12M,2007
BAL,DEU,A,A,R-OTTER,SOL,BACOMA,,0.542,O10T12M,2007
BAL,DEU,A,A,R-OTTER,FPE,BACOMA,,0.212,O10T12M,2007
BAL,DEU,A,A,R-OTTER,PLE,BACOMA,3.5319,21.91,O10T12M,2007
BAL,DEU,A,A,R-OTTER,FLX,BACOMA,,7.115,O10T12M,2007
BAL,DEU,A,A,R-OTTER,HAD,BACOMA,,0.011,O10T12M,2007
BAL,DEU,A,A,R-OTTER,LEM,BACOMA,,0.002,O10T12M,2007
BAL,DEU,A,A,R-OTTER,OTH,BACOMA,,0.025,O10T12M,2007
BAL,DEU,A,A,R-OTTER,FPP,BACOMA,,2.363,O10T12M,2007
BAL,DEU,A,A,R-OTTER,TUR,BACOMA,1.6998,0.935,O10T12M,2007
BAL,DEU,A,A,R-OTTER,USK,BACOMA,,0.001,O10T12M,2007
BAL,DEU,A,A,R-OTTER,WHG,BACOMA,5.254,7.786,O10T12M,2007
BAL,DEU,B,B,R-OTTER,FLE,BACOMA,7.051,0.166,O10T12M,2007
BAL,DEU,B,B,R-OTTER,COD,BACOMA,3.631,21.078,O10T12M,2007
BAL,DEU,B,B,R-OTTER,PLE,BACOMA,,0.016,O10T12M,2007
BAL,DEU,A,A,R-PEL_TRAWL,FLE,BACOMA,,2.397,O10T12M,2007
BAL,DEU,A,A,R-PEL_TRAWL,COD,BACOMA,,41.155,O10T12M,2007
BAL,DEU,A,A,R-PEL_TRAWL,PLE,BACOMA,,0.013,O10T12M,2007
BAL,DEU,A,A,R-PEL_TRAWL,OTH,BACOMA,,0.001,O10T12M,2007
BAL,DEU,A,A,R-PEL_TRAWL,TUR,BACOMA,,0.125,O10T12M,2007
BAL,POL,A,A,R-OTTER,FLE,BACOMA,36.009,73.252,O10T12M,2007
BAL,POL,A,A,R-OTTER,FRO,BACOMA,,0.106,O10T12M,2007
BAL,POL,A,A,R-OTTER,PLN,BACOMA,,0.4126,O10T12M,2007
BAL,POL,A,A,R-OTTER,COD,BACOMA,1.206,23.1775,O10T12M,2007
BAL,POL,A,A,R-OTTER,FPE,BACOMA,,1.688,O10T12M,2007
BAL,POL,A,A,R-OTTER,FPP,BACOMA,,1.316,O10T12M,2007
BAL,POL,A,A,R-OTTER,TUR,BACOMA,0.688,1.5638,O10T12M,2007
BAL,POL,B,B,R-OTTER,FLE,BACOMA,6805.175,196.74,O10T12M,2007
BAL,POL,B,B,R-OTTER,COD,BACOMA,8.908,50.55,O10T12M,2007
BAL,POL,B,B,R-OTTER,FPP,BACOMA,,0.105,O10T12M,2007
BAL,POL,B,B,R-OTTER,TUR,BACOMA,,0.6408,O10T12M,2007
BAL,SWE,A,A,R-OTTER,COD,BACOMA,0.509,9.2,O10T12M,2007
BAL,SWE,B,B,R-OTTER,BLL,BACOMA,,0.01,O10T12M,2007
BAL,SWE,B,B,R-OTTER,FLE,BACOMA,3.232,0.643,O10T12M,2007
BAL,SWE,B,B,R-OTTER,COD,BACOMA,11.176,54.913,O10T12M,2007
BAL,SWE,B,B,R-OTTER,PLE,BACOMA,,0.462,O10T12M,2007
BAL,SWE,B,B,R-OTTER,TUR,BACOMA,,0.221,O10T12M,2007
BAL,DEU,A,A,R-OTTER,BLL,BACOMA,,1.06,O10T12M,2008
BAL,DEU,A,A,R-OTTER,FLE,BACOMA,53.9459,197.239,O10T12M,2008
BAL,DEU,A,A,R-OTTER,FRO,BACOMA,,0.205,O10T12M,2008
BAL,DEU,A,A,R-OTTER,TRS,BACOMA,,0.018,O10T12M,2008
BAL,DEU,A,A,R-OTTER,COD,BACOMA,29.4447,342.793,O10T12M,2008
BAL,DEU,A,A,R-OTTER,SAL,BACOMA,,0.001,O10T12M,2008
BAL,DEU,A,A,R-OTTER,DAB,BACOMA,28.451,48.991,O10T12M,2008
BAL,DEU,A,A,R-OTTER,SOL,BACOMA,,0.466,O10T12M,2008
BAL,DEU,A,A,R-OTTER,FPE,BACOMA,,0.295,O10T12M,2008
BAL,DEU,A,A,R-OTTER,PLE,BACOMA,15.4792,29.611,O10T12M,2008
BAL,DEU,A,A,R-OTTER,HAD,BACOMA,,0.004,O10T12M,2008
BAL,DEU,A,A,R-OTTER,LEM,BACOMA,,0.024,O10T12M,2008
BAL,DEU,A,A,R-OTTER,LUM,BACOMA,,0.034,O10T12M,2008
BAL,DEU,A,A,R-OTTER,FPI,BACOMA,,0.03,O10T12M,2008
BAL,DEU,A,A,R-OTTER,OTH,BACOMA,,0.049,O10T12M,2008
BAL,DEU,A,A,R-OTTER,FPP,BACOMA,,1.055,O10T12M,2008
BAL,DEU,A,A,R-OTTER,POK,BACOMA,,0.003,O10T12M,2008
BAL,DEU,A,A,R-OTTER,TUR,BACOMA,1.8028,2.124,O10T12M,2008
BAL,DEU,A,A,R-OTTER,WHG,BACOMA,3.1642,5.926,O10T12M,2008
BAL,DEU,B,B,R-OTTER,FLE,BACOMA,653.3129,4.321,O10T12M,2008
BAL,DEU,B,B,R-OTTER,COD,BACOMA,4.3086,63.903,O10T12M,2008
BAL,DEU,B,B,R-OTTER,PLE,BACOMA,0.1727,0.953,O10T12M,2008
BAL,DEU,B,B,R-OTTER,OTH,BACOMA,,0.006,O10T12M,2008
BAL,DEU,B,B,R-OTTER,TUR,BACOMA,,0.003,O10T12M,2008
BAL,DEU,B,B,R-OTTER,WHG,BACOMA,,0.002,O10T12M,2008
BAL,DEU,A,A,R-PEL_TRAWL,FLE,BACOMA,,0.178,O10T12M,2008
BAL,DEU,A,A,R-PEL_TRAWL,COD,BACOMA,0.055,2.375,O10T12M,2008
BAL,DEU,A,A,R-PEL_TRAWL,FPI,BACOMA,,0.005,O10T12M,2008
BAL,DEU,A,A,R-PEL_TRAWL,OTH,BACOMA,,0.001,O10T12M,2008
BAL,DEU,A,A,R-PEL_TRAWL,TUR,BACOMA,,0.01,O10T12M,2008
BAL,POL,A,A,R-OTTER,FLE,BACOMA,2.516,34.7,O10T12M,2008
BAL,POL,A,A,R-OTTER,PLN,BACOMA,,0.0631,O10T12M,2008
BAL,POL,A,A,R-OTTER,COD,BACOMA,1.301,19.6874,O10T12M,2008
BAL,POL,A,A,R-OTTER,FPE,BACOMA,,0.101,O10T12M,2008
BAL,POL,A,A,R-OTTER,FPP,BACOMA,,0.184,O10T12M,2008
BAL,POL,A,A,R-OTTER,TUR,BACOMA,0.267,0.4859,O10T12M,2008
BAL,POL,B,B,R-OTTER,FLE,BACOMA,8979.136,175.3141,O10T12M,2008
BAL,POL,B,B,R-OTTER,COD,BACOMA,4.583,48.6699,O10T12M,2008
BAL,SWE,A,A,R-OTTER,COD,BACOMA,0.105,3.13,O10T12M,2008
BAL,SWE,A,A,R-OTTER,PLE,BACOMA,0.052,0.05,O10T12M,2008
BAL,SWE,B,B,R-OTTER,FLE,BACOMA,3.398,2.584,O10T12M,2008
BAL,SWE,B,B,R-OTTER,MZZ,BACOMA,,0.678,O10T12M,2008
BAL,SWE,B,B,R-OTTER,COD,BACOMA,17.103,129.849,O10T12M,2008
BAL,SWE,B,B,R-OTTER,PLE,BACOMA,0.631,1.357,O10T12M,2008
BAL,SWE,B,B,R-OTTER,TUR,BACOMA,0.042,0.411,O10T12M,2008
BAL,DEU,A,A,R-OTTER,BLL,BACOMA,0.0583,0.177,O10T12M,2009
BAL,DEU,A,A,R-OTTER,FLE,BACOMA,50.9792,131.604,O10T12M,2009
BAL,DEU,A,A,R-OTTER,FRO,BACOMA,,0.375,O10T12M,2009
BAL,DEU,A,A,R-OTTER,GAR,BACOMA,,0.002,O10T12M,2009
BAL,DEU,A,A,R-OTTER,PLN,BACOMA,,0.02,O10T12M,2009
BAL,DEU,A,A,R-OTTER,TRS,BACOMA,,0.005,O10T12M,2009
BAL,DEU,A,A,R-OTTER,COD,BACOMA,29.1902,235.619,O10T12M,2009
BAL,DEU,A,A,R-OTTER,SAL,BACOMA,,0.004,O10T12M,2009
BAL,DEU,A,A,R-OTTER,DAB,BACOMA,2181.6466,86.43,O10T12M,2009
BAL,DEU,A,A,R-OTTER,SOL,BACOMA,,0.108,O10T12M,2009
BAL,DEU,A,A,R-OTTER,FPE,BACOMA,,0.307,O10T12M,2009
BAL,DEU,A,A,R-OTTER,PLE,BACOMA,13.6493,47.007,O10T12M,2009
BAL,DEU,A,A,R-OTTER,LUM,BACOMA,,0.001,O10T12M,2009
BAL,DEU,A,A,R-OTTER,OTH,BACOMA,,0.034,O10T12M,2009
BAL,DEU,A,A,R-OTTER,FPP,BACOMA,,0.543,O10T12M,2009
BAL,DEU,A,A,R-OTTER,TUR,BACOMA,2.0217,2.125,O10T12M,2009
BAL,DEU,A,A,R-OTTER,WHG,BACOMA,1.1359,3.962,O10T12M,2009
BAL,DEU,A,A,R-OTTER,WIT,BACOMA,,0.002,O10T12M,2009
BAL,DEU,B,B,R-OTTER,FLE,BACOMA,0.8429,0.96,O10T12M,2009
BAL,DEU,B,B,R-OTTER,COD,BACOMA,10.2215,93.099,O10T12M,2009
BAL,DEU,B,B,R-OTTER,DAB,BACOMA,,0.001,O10T12M,2009
BAL,DEU,B,B,R-OTTER,PLE,BACOMA,3.133,0.968,O10T12M,2009
BAL,DEU,B,B,R-OTTER,OTH,BACOMA,,0.001,O10T12M,2009
BAL,DEU,B,B,R-OTTER,TUR,BACOMA,0.012,0.039,O10T12M,2009
BAL,DEU,B,B,R-OTTER,WHG,BACOMA,0.009,0.003,O10T12M,2009
BAL,POL,A,A,R-OTTER,FLE,BACOMA,22.192,55.38,O10T12M,2009
BAL,POL,A,A,R-OTTER,PLN,BACOMA,,0.095,O10T12M,2009
BAL,POL,A,A,R-OTTER,COD,BACOMA,2.792,27.6673,O10T12M,2009
BAL,POL,A,A,R-OTTER,FPE,BACOMA,,0.215,O10T12M,2009
BAL,POL,A,A,R-OTTER,PLE,BACOMA,0.286,0.265,O10T12M,2009
BAL,POL,A,A,R-OTTER,FPP,BACOMA,,0.055,O10T12M,2009
BAL,POL,A,A,R-OTTER,TUR,BACOMA,0.812,0.9037,O10T12M,2009
BAL,POL,B,B,R-OTTER,FLE,BACOMA,1.188,138.9501,O10T12M,2009
BAL,POL,B,B,R-OTTER,COD,BACOMA,10.047,90.1483,O10T12M,2009
BAL,POL,B,B,R-OTTER,SAL,BACOMA,,0.04,O10T12M,2009
BAL,POL,B,B,R-OTTER,PLE,BACOMA,0.077,0.25,O10T12M,2009
BAL,POL,B,B,R-OTTER,TUR,BACOMA,0.002,0.137,O10T12M,2009
BAL,SWE,A,A,R-OTTER,COD,BACOMA,0.196,2.135,O10T12M,2009
BAL,SWE,A,A,R-OTTER,DAB,BACOMA,0.054,0,O10T12M,2009
BAL,SWE,A,A,R-OTTER,PLE,BACOMA,0.111,0,O10T12M,2009
BAL,SWE,A,A,R-OTTER,FLX,BACOMA,0.24,0,O10T12M,2009
BAL,SWE,A,A,R-OTTER,TUR,BACOMA,0.005,0,O10T12M,2009
BAL,SWE,A,A,R-OTTER,WHG,BACOMA,0.002,0,O10T12M,2009
BAL,SWE,B,B,R-OTTER,COD,BACOMA,9.778,76.7318,O10T12M,2009
BAL,SWE,B,B,R-OTTER,DAB,BACOMA,0.014,0,O10T12M,2009
BAL,SWE,B,B,R-OTTER,PLE,BACOMA,0.587,0.292,O10T12M,2009
BAL,SWE,B,B,R-OTTER,FLX,BACOMA,6.252,0.964,O10T12M,2009
BAL,SWE,B,B,R-OTTER,TUR,BACOMA,0.002,0.08,O10T12M,2009
BAL,SWE,B,B,R-OTTER,WHG,BACOMA,0.019,0,O10T12M,2009
BAL,DEU,A,A,R-OTTER,COD,BACOMA,74.8925,357.054,O10T12M,2010
BAL,DEU,A,A,R-OTTER,SAL,BACOMA,,0.004,O10T12M,2010
BAL,DEU,A,A,R-OTTER,DAB,BACOMA,20.7098,95.59,O10T12M,2010
BAL,DEU,A,A,R-OTTER,SOL,BACOMA,,0.318,O10T12M,2010
BAL,DEU,A,A,R-OTTER,FPE,BACOMA,,0.078,O10T12M,2010
BAL,DEU,A,A,R-OTTER,PLE,BACOMA,34.71,59.531,O10T12M,2010
BAL,DEU,A,A,R-OTTER,FLX,BACOMA,114.8255,186.649,O10T12M,2010
BAL,DEU,A,A,R-OTTER,HAD,BACOMA,,0.012,O10T12M,2010
BAL,DEU,A,A,R-OTTER,FPI,BACOMA,,0.015,O10T12M,2010
BAL,DEU,A,A,R-OTTER,FPP,BACOMA,,0.244,O10T12M,2010
BAL,DEU,A,A,R-OTTER,TUR,BACOMA,39.7016,1.891,O10T12M,2010
BAL,DEU,A,A,R-OTTER,WHG,BACOMA,57.2716,12.686,O10T12M,2010
BAL,DEU,A,A,R-OTTER,WIT,BACOMA,,0.001,O10T12M,2010
BAL,DEU,B,B,R-OTTER,COD,BACOMA,17.6531,151.074,O10T12M,2010
BAL,DEU,B,B,R-OTTER,PLE,BACOMA,0.2332,0.939,O10T12M,2010
BAL,DEU,B,B,R-OTTER,FLX,BACOMA,0.4328,0.098,O10T12M,2010
BAL,DEU,B,B,R-OTTER,TUR,BACOMA,0.032,0.02,O10T12M,2010
BAL,POL,A,A,R-OTTER,FLE,BACOMA,578.044,91.348,O10T12M,2010
BAL,POL,A,A,R-OTTER,PLN,BACOMA,,0.085,O10T12M,2010
BAL,POL,A,A,R-OTTER,COD,BACOMA,1.575,15.163,O10T12M,2010
BAL,POL,A,A,R-OTTER,FPE,BACOMA,,0.063,O10T12M,2010
BAL,POL,A,A,R-OTTER,FPP,BACOMA,,0.007,O10T12M,2010
BAL,POL,A,A,R-OTTER,TUR,BACOMA,1.493,0.658,O10T12M,2010
BAL,POL,B,B,R-OTTER,FLE,BACOMA,25908.223,209.768,O10T12M,2010
BAL,POL,B,B,R-OTTER,COD,BACOMA,14.29,147.538,O10T12M,2010
BAL,POL,B,B,R-OTTER,PLE,BACOMA,0.488,0.99,O10T12M,2010
BAL,POL,B,B,R-OTTER,TUR,BACOMA,0.34,0.194,O10T12M,2010
BAL,SWE,B,B,R-OTTER,FLE,BACOMA,2.996,1.145,O10T12M,2010
BAL,SWE,B,B,R-OTTER,COD,BACOMA,6.954,76.864,O10T12M,2010
BAL,SWE,B,B,R-OTTER,SAL,BACOMA,0.002,0,O10T12M,2010
BAL,SWE,B,B,R-OTTER,PLE,BACOMA,0.246,0.307,O10T12M,2010
BAL,SWE,B,B,R-OTTER,FLX,BACOMA,2.996,1.145,O10T12M,2010
