annex,country,regulated area ,reg_area_cod,regulated gear ,species,specon,sum_discards,sum_landings,vessel length,year
BAL,POL,B,B,POTS,GAR,NONE,,1.05,O10T12M,2005
BAL,POL,B,B,POTS,COD,NONE,,0.0983,O10T12M,2005
BAL,POL,B,B,POTS,SAN,NONE,,0.12,O10T12M,2005
BAL,POL,A,A,R-GILL,FBM,NONE,,0.054,O10T12M,2005
BAL,POL,A,A,R-GILL,FLE,NONE,,517.038,O10T12M,2005
BAL,POL,A,A,R-GILL,FRO,NONE,,0.04,O10T12M,2005
BAL,POL,A,A,R-GILL,PLN,NONE,,0.034,O10T12M,2005
BAL,POL,A,A,R-GILL,TRR,NONE,,0.025,O10T12M,2005
BAL,POL,A,A,R-GILL,TRS,NONE,,0.7,O10T12M,2005
BAL,POL,A,A,R-GILL,COD,NONE,2.886,79.7936,O10T12M,2005
BAL,POL,A,A,R-GILL,FPE,NONE,,0.116,O10T12M,2005
BAL,POL,A,A,R-GILL,PLE,NONE,2.497,2.507,O10T12M,2005
BAL,POL,A,A,R-GILL,FPP,NONE,,24.215,O10T12M,2005
BAL,POL,A,A,R-GILL,TUR,NONE,5.789,12.6211,O10T12M,2005
BAL,POL,B,B,R-GILL,FBM,NONE,,0.971,O10T12M,2005
BAL,POL,B,B,R-GILL,FLE,NONE,,469.293,O10T12M,2005
BAL,POL,B,B,R-GILL,PLN,NONE,,0.05,O10T12M,2005
BAL,POL,B,B,R-GILL,TRS,NONE,,5.408,O10T12M,2005
BAL,POL,B,B,R-GILL,COD,NONE,16.242,517.5862,O10T12M,2005
BAL,POL,B,B,R-GILL,SAL,NONE,,2.255,O10T12M,2005
BAL,POL,B,B,R-GILL,FPE,NONE,,0.11,O10T12M,2005
BAL,POL,B,B,R-GILL,PLE,NONE,,7.7768,O10T12M,2005
BAL,POL,B,B,R-GILL,FPP,NONE,,1.633,O10T12M,2005
BAL,POL,B,B,R-GILL,TUR,NONE,,5.3941,O10T12M,2005
BAL,POL,A,A,R-LONGLINE,ELE,NONE,,1.67,O10T12M,2005
BAL,POL,A,A,R-LONGLINE,FLE,NONE,,16.336,O10T12M,2005
BAL,POL,A,A,R-LONGLINE,GAR,NONE,,0.1216,O10T12M,2005
BAL,POL,A,A,R-LONGLINE,COD,NONE,3.662,64.6867,O10T12M,2005
BAL,POL,A,A,R-LONGLINE,FPE,NONE,,0.011,O10T12M,2005
BAL,POL,A,A,R-LONGLINE,FPP,NONE,,2.269,O10T12M,2005
BAL,POL,A,A,R-LONGLINE,TUR,NONE,,0.3777,O10T12M,2005
BAL,POL,A,A,R-LONGLINE,WHG,NONE,,0.0726,O10T12M,2005
BAL,POL,B,B,R-LONGLINE,ELE,NONE,,0.335,O10T12M,2005
BAL,POL,B,B,R-LONGLINE,FLE,NONE,,80.0806,O10T12M,2005
BAL,POL,B,B,R-LONGLINE,GAR,NONE,,0.003,O10T12M,2005
BAL,POL,B,B,R-LONGLINE,TRS,NONE,,0.016,O10T12M,2005
BAL,POL,B,B,R-LONGLINE,COD,NONE,7.122,440.5206,O10T12M,2005
BAL,POL,B,B,R-LONGLINE,FPP,NONE,,0.254,O10T12M,2005
BAL,POL,B,B,R-LONGLINE,TUR,NONE,,0.0247,O10T12M,2005
BAL,SWE,A,A,GILL,GAR,NONE,,0.02,O10T12M,2005
BAL,SWE,A,A,GILL,COD,NONE,0.031,0.5505,O10T12M,2005
BAL,SWE,B,B,GILL,FLE,NONE,,0.05,O10T12M,2005
BAL,SWE,B,B,GILL,TRS,NONE,,0.003,O10T12M,2005
BAL,SWE,B,B,GILL,WHF,NONE,,0.046,O10T12M,2005
BAL,SWE,B,B,GILL,COD,NONE,0.001,0.014,O10T12M,2005
BAL,SWE,B,B,GILL,FPE,NONE,,0.2,O10T12M,2005
BAL,SWE,B,B,GILL,FPI,NONE,,0.031,O10T12M,2005
BAL,SWE,C,C,GILL,FVE,NONE,,10.3805,O10T12M,2005
BAL,SWE,C,C,GILL,SME,NONE,,0.05,O10T12M,2005
BAL,SWE,C,C,GILL,TRS,NONE,,0.0094,O10T12M,2005
BAL,SWE,C,C,GILL,WHF,NONE,,1.6537,O10T12M,2005
BAL,SWE,C,C,GILL,COD,NONE,0,1.132,O10T12M,2005
BAL,SWE,C,C,GILL,FPE,NONE,0.002,0.2437,O10T12M,2005
BAL,SWE,C,C,GILL,FPP,NONE,0,0.0155,O10T12M,2005
BAL,SWE,A,A,NONE,COD,NONE,,14.852,O10T12M,2005
BAL,SWE,B,B,NONE,COD,NONE,,3.432,O10T12M,2005
BAL,SWE,C,C,NONE,FRO,NONE,,0.181,O10T12M,2005
BAL,SWE,C,C,NONE,FRU,NONE,,0.005,O10T12M,2005
BAL,SWE,C,C,NONE,FVE,NONE,,0.003,O10T12M,2005
BAL,SWE,C,C,NONE,WHF,NONE,,0.01,O10T12M,2005
BAL,SWE,C,C,NONE,FPE,NONE,,0.285,O10T12M,2005
BAL,SWE,C,C,NONE,FPI,NONE,,0.01,O10T12M,2005
BAL,SWE,C,C,OTTER,FVE,NONE,,936.305,O10T12M,2005
BAL,SWE,C,C,OTTER,MZZ,NONE,,0.835,O10T12M,2005
BAL,SWE,C,C,OTTER,WHF,NONE,,1.089,O10T12M,2005
BAL,SWE,C,C,OTTER,COD,NONE,,0.29,O10T12M,2005
BAL,SWE,C,C,OTTER,FPE,NONE,,0.126,O10T12M,2005
BAL,SWE,A,A,POTS,ELE,NONE,,0.906,O10T12M,2005
BAL,SWE,B,B,POTS,BBB,NONE,,0.2,O10T12M,2005
BAL,SWE,B,B,POTS,FLE,NONE,,0.062,O10T12M,2005
BAL,SWE,B,B,POTS,GGG,NONE,,0.197,O10T12M,2005
BAL,SWE,C,C,POTS,ELE,NONE,,0.244,O10T12M,2005
BAL,SWE,C,C,POTS,FBU,NONE,,0.004,O10T12M,2005
BAL,SWE,C,C,POTS,TRS,NONE,,0.0075,O10T12M,2005
BAL,SWE,C,C,POTS,WHF,NONE,,0.437,O10T12M,2005
BAL,SWE,C,C,POTS,SAL,NONE,0.038,0.3525,O10T12M,2005
BAL,SWE,C,C,POTS,FPE,NONE,0.004,0.135,O10T12M,2005
BAL,SWE,A,A,R-GILL,BLL,NONE,,0.093,O10T12M,2005
BAL,SWE,A,A,R-GILL,ELE,NONE,,0.01,O10T12M,2005
BAL,SWE,A,A,R-GILL,FLE,NONE,,21.488,O10T12M,2005
BAL,SWE,A,A,R-GILL,MUL,NONE,,0.013,O10T12M,2005
BAL,SWE,A,A,R-GILL,TRS,NONE,,0.106,O10T12M,2005
BAL,SWE,A,A,R-GILL,COD,NONE,25.373,620.975,O10T12M,2005
BAL,SWE,A,A,R-GILL,SAL,NONE,,0.233,O10T12M,2005
BAL,SWE,A,A,R-GILL,DAB,NONE,1.067,0.803,O10T12M,2005
BAL,SWE,A,A,R-GILL,SOL,NONE,0.005,0.2357,O10T12M,2005
BAL,SWE,A,A,R-GILL,PLE,NONE,2.766,6.468,O10T12M,2005
BAL,SWE,A,A,R-GILL,HAD,NONE,0.001,0.002,O10T12M,2005
BAL,SWE,A,A,R-GILL,LEM,NONE,0.003,0.208,O10T12M,2005
BAL,SWE,A,A,R-GILL,LUM,NONE,4.042,8.204,O10T12M,2005
BAL,SWE,A,A,R-GILL,TUR,NONE,0.317,0.6402,O10T12M,2005
BAL,SWE,A,A,R-GILL,WHG,NONE,0.305,2.162,O10T12M,2005
BAL,SWE,A,A,R-GILL,WIT,NONE,,0.012,O10T12M,2005
BAL,SWE,B,B,R-GILL,FLE,NONE,,20.902,O10T12M,2005
BAL,SWE,B,B,R-GILL,GAR,NONE,,0.0005,O10T12M,2005
BAL,SWE,B,B,R-GILL,MZZ,NONE,,0.012,O10T12M,2005
BAL,SWE,B,B,R-GILL,TRB,NONE,,0.002,O10T12M,2005
BAL,SWE,B,B,R-GILL,TRS,NONE,,0.5688,O10T12M,2005
BAL,SWE,B,B,R-GILL,WHF,NONE,,0.099,O10T12M,2005
BAL,SWE,B,B,R-GILL,COD,NONE,24.185,783.5299,O10T12M,2005
BAL,SWE,B,B,R-GILL,SAL,NONE,,28.611,O10T12M,2005
BAL,SWE,B,B,R-GILL,DAB,NONE,,0.017,O10T12M,2005
BAL,SWE,B,B,R-GILL,PLE,NONE,,1.597,O10T12M,2005
BAL,SWE,B,B,R-GILL,LUM,NONE,,0.001,O10T12M,2005
BAL,SWE,B,B,R-GILL,FPI,NONE,,0.001,O10T12M,2005
BAL,SWE,B,B,R-GILL,TUR,NONE,,5.6722,O10T12M,2005
BAL,SWE,B,B,R-GILL,WHG,NONE,,0.287,O10T12M,2005
BAL,SWE,C,C,R-GILL,FBM,NONE,,0.03,O10T12M,2005
BAL,SWE,C,C,R-GILL,FLE,NONE,,0.152,O10T12M,2005
BAL,SWE,C,C,R-GILL,TRS,NONE,,0.003,O10T12M,2005
BAL,SWE,C,C,R-GILL,WHF,NONE,,0.191,O10T12M,2005
BAL,SWE,C,C,R-GILL,COD,NONE,,7.713,O10T12M,2005
BAL,SWE,C,C,R-GILL,SAL,NONE,,0.107,O10T12M,2005
BAL,SWE,C,C,R-GILL,FPE,NONE,,0.089,O10T12M,2005
BAL,SWE,C,C,R-GILL,FPI,NONE,,0.147,O10T12M,2005
BAL,SWE,C,C,R-GILL,FPP,NONE,,0.014,O10T12M,2005
BAL,SWE,C,C,R-GILL,TUR,NONE,,0.04,O10T12M,2005
BAL,SWE,A,A,R-LONGLINE,FLE,NONE,,0.011,O10T12M,2005
BAL,SWE,A,A,R-LONGLINE,COD,NONE,3.749,111.4334,O10T12M,2005
BAL,SWE,A,A,R-LONGLINE,WHG,NONE,,0.025,O10T12M,2005
BAL,SWE,B,B,R-LONGLINE,ELE,NONE,,0.002,O10T12M,2005
BAL,SWE,B,B,R-LONGLINE,FLE,NONE,,0.013,O10T12M,2005
BAL,SWE,B,B,R-LONGLINE,GAR,NONE,,0.0075,O10T12M,2005
BAL,SWE,B,B,R-LONGLINE,TRS,NONE,,0.009,O10T12M,2005
BAL,SWE,B,B,R-LONGLINE,WHF,NONE,,0.003,O10T12M,2005
BAL,SWE,B,B,R-LONGLINE,COD,NONE,9.154,445.704,O10T12M,2005
BAL,SWE,B,B,R-LONGLINE,SAL,NONE,,0.162,O10T12M,2005
BAL,SWE,B,B,R-LONGLINE,TUR,NONE,,0.008,O10T12M,2005
BAL,SWE,A,A,R-TRAMMEL,FLE,NONE,,3.465,O10T12M,2005
BAL,SWE,A,A,R-TRAMMEL,COD,NONE,1.257,17.0605,O10T12M,2005
BAL,SWE,A,A,R-TRAMMEL,SAL,NONE,,0.009,O10T12M,2005
BAL,SWE,A,A,R-TRAMMEL,DAB,NONE,0.065,0.055,O10T12M,2005
BAL,SWE,A,A,R-TRAMMEL,SOL,NONE,0,0.041,O10T12M,2005
BAL,SWE,A,A,R-TRAMMEL,PLE,NONE,0.459,4.813,O10T12M,2005
BAL,SWE,A,A,R-TRAMMEL,LEM,NONE,0,0.028,O10T12M,2005
BAL,SWE,A,A,R-TRAMMEL,LUM,NONE,,0.158,O10T12M,2005
BAL,SWE,A,A,R-TRAMMEL,TUR,NONE,,0.003,O10T12M,2005
BAL,SWE,B,B,R-TRAMMEL,FLE,NONE,,0.105,O10T12M,2005
BAL,SWE,B,B,R-TRAMMEL,COD,NONE,0.001,0.025,O10T12M,2005
BAL,SWE,B,B,R-TRAMMEL,TUR,NONE,,0.01,O10T12M,2005
BAL,SWE,B,B,TRAMMEL,ELE,NONE,,0.599,O10T12M,2005
BAL,SWE,B,B,TRAMMEL,COD,NONE,,0.027,O10T12M,2005
BAL,SWE,C,C,TRAMMEL,ELE,NONE,,0.628,O10T12M,2005
BAL,SWE,C,C,TRAMMEL,FLE,NONE,,0.033,O10T12M,2005
BAL,SWE,C,C,TRAMMEL,WHF,NONE,,0.002,O10T12M,2005
BAL,SWE,C,C,TRAMMEL,FPE,NONE,,0.036,O10T12M,2005
BAL,SWE,C,C,TRAMMEL,TUR,NONE,,0.003,O10T12M,2005
BAL,DEU,A,A,GILL,FBU,NONE,,0.008,O10T12M,2006
BAL,DEU,A,A,GILL,FLE,NONE,,0.195,O10T12M,2006
BAL,DEU,A,A,GILL,FRO,NONE,,0.745,O10T12M,2006
BAL,DEU,A,A,GILL,GAR,NONE,,20.878,O10T12M,2006
BAL,DEU,A,A,GILL,TRS,NONE,,0.098,O10T12M,2006
BAL,DEU,A,A,GILL,COD,NONE,,0.887,O10T12M,2006
BAL,DEU,A,A,GILL,SAL,NONE,,0.004,O10T12M,2006
BAL,DEU,A,A,GILL,DAB,NONE,,0.005,O10T12M,2006
BAL,DEU,A,A,GILL,FPE,NONE,,0.366,O10T12M,2006
BAL,DEU,A,A,GILL,FLX,NONE,,0.12,O10T12M,2006
BAL,DEU,A,A,GILL,FPI,NONE,,0.049,O10T12M,2006
BAL,DEU,A,A,GILL,OTH,NONE,,0.061,O10T12M,2006
BAL,DEU,A,A,GILL,FPP,NONE,,0.003,O10T12M,2006
BAL,DEU,A,A,GILL,TUR,NONE,,0.24,O10T12M,2006
BAL,DEU,A,A,GILL,WHG,NONE,,1.59,O10T12M,2006
BAL,DEU,A,A,NONE,BLL,NONE,,0.001,O10T12M,2006
BAL,DEU,A,A,NONE,ELE,NONE,,7.654,O10T12M,2006
BAL,DEU,A,A,NONE,ELP,NONE,,0.008,O10T12M,2006
BAL,DEU,A,A,NONE,FBR,NONE,,0.649,O10T12M,2006
BAL,DEU,A,A,NONE,FLE,NONE,,3.701,O10T12M,2006
BAL,DEU,A,A,NONE,FRO,NONE,,3.006,O10T12M,2006
BAL,DEU,A,A,NONE,GAR,NONE,,1.957,O10T12M,2006
BAL,DEU,A,A,NONE,MUL,NONE,,0.002,O10T12M,2006
BAL,DEU,A,A,NONE,PLN,NONE,,0.115,O10T12M,2006
BAL,DEU,A,A,NONE,TRS,NONE,,0.002,O10T12M,2006
BAL,DEU,A,A,NONE,COD,NONE,0.266,10.71,O10T12M,2006
BAL,DEU,A,A,NONE,SAL,NONE,,0.003,O10T12M,2006
BAL,DEU,A,A,NONE,DAB,NONE,,0.004,O10T12M,2006
BAL,DEU,A,A,NONE,FPE,NONE,,7.659,O10T12M,2006
BAL,DEU,A,A,NONE,FPI,NONE,,5.165,O10T12M,2006
BAL,DEU,A,A,NONE,OTH,NONE,,0.014,O10T12M,2006
BAL,DEU,A,A,NONE,FPP,NONE,,4.973,O10T12M,2006
BAL,DEU,A,A,OTTER,BLL,NONE,,0.001,O10T12M,2006
BAL,DEU,A,A,OTTER,ELE,NONE,,0.001,O10T12M,2006
BAL,DEU,A,A,OTTER,PLN,NONE,,0.015,O10T12M,2006
BAL,DEU,A,A,OTTER,COD,NONE,,5.892,O10T12M,2006
BAL,DEU,A,A,OTTER,SAL,NONE,,0.001,O10T12M,2006
BAL,DEU,A,A,OTTER,DAB,NONE,,0.115,O10T12M,2006
BAL,DEU,A,A,OTTER,FPE,NONE,,0.43,O10T12M,2006
BAL,DEU,A,A,OTTER,PLE,NONE,,0.005,O10T12M,2006
BAL,DEU,A,A,OTTER,FLX,NONE,,0.038,O10T12M,2006
BAL,DEU,A,A,OTTER,HAD,NONE,,0.002,O10T12M,2006
BAL,DEU,A,A,OTTER,LEM,NONE,,0.002,O10T12M,2006
BAL,DEU,A,A,OTTER,OTH,NONE,,0.015,O10T12M,2006
BAL,DEU,A,A,OTTER,FPP,NONE,,0.074,O10T12M,2006
BAL,DEU,A,A,OTTER,WHG,NONE,,31.021,O10T12M,2006
BAL,DEU,A,A,PEL_TRAWL,COD,NONE,,5.224,O10T12M,2006
BAL,DEU,A,A,PEL_TRAWL,OTH,NONE,,0.003,O10T12M,2006
BAL,DEU,A,A,POTS,ELE,NONE,,1.591,O10T12M,2006
BAL,DEU,A,A,POTS,ELP,NONE,,0.019,O10T12M,2006
BAL,DEU,A,A,POTS,FBU,NONE,,0.009,O10T12M,2006
BAL,DEU,A,A,POTS,FLE,NONE,,0.007,O10T12M,2006
BAL,DEU,A,A,POTS,GAR,NONE,,0.5,O10T12M,2006
BAL,DEU,A,A,POTS,COD,NONE,,0.103,O10T12M,2006
BAL,DEU,A,A,POTS,FPE,NONE,,0.022,O10T12M,2006
BAL,DEU,A,A,POTS,FPI,NONE,,0.124,O10T12M,2006
BAL,DEU,A,A,POTS,OTH,NONE,,0.004,O10T12M,2006
BAL,DEU,A,A,R-GILL,BLL,NONE,,0.532,O10T12M,2006
BAL,DEU,A,A,R-GILL,ELE,NONE,,0.07,O10T12M,2006
BAL,DEU,A,A,R-GILL,ELP,NONE,,0.009,O10T12M,2006
BAL,DEU,A,A,R-GILL,FBR,NONE,,2.935,O10T12M,2006
BAL,DEU,A,A,R-GILL,FBU,NONE,,0.001,O10T12M,2006
BAL,DEU,A,A,R-GILL,FLE,NONE,,138.346,O10T12M,2006
BAL,DEU,A,A,R-GILL,FRO,NONE,,6.508,O10T12M,2006
BAL,DEU,A,A,R-GILL,MUL,NONE,,0.093,O10T12M,2006
BAL,DEU,A,A,R-GILL,PLN,NONE,,1.548,O10T12M,2006
BAL,DEU,A,A,R-GILL,TRO,NONE,,0.005,O10T12M,2006
BAL,DEU,A,A,R-GILL,TRS,NONE,,0.802,O10T12M,2006
BAL,DEU,A,A,R-GILL,COD,NONE,0.1281,810.002,O10T12M,2006
BAL,DEU,A,A,R-GILL,SAL,NONE,,0.138,O10T12M,2006
BAL,DEU,A,A,R-GILL,DAB,NONE,,42.284,O10T12M,2006
BAL,DEU,A,A,R-GILL,SOL,NONE,,0.03,O10T12M,2006
BAL,DEU,A,A,R-GILL,FPE,NONE,,16.613,O10T12M,2006
BAL,DEU,A,A,R-GILL,PLE,NONE,,6.596,O10T12M,2006
BAL,DEU,A,A,R-GILL,FLX,NONE,,50.542,O10T12M,2006
BAL,DEU,A,A,R-GILL,LUM,NONE,,4.851,O10T12M,2006
BAL,DEU,A,A,R-GILL,FPI,NONE,,12.631,O10T12M,2006
BAL,DEU,A,A,R-GILL,OTH,NONE,,0.132,O10T12M,2006
BAL,DEU,A,A,R-GILL,FPP,NONE,,9.042,O10T12M,2006
BAL,DEU,A,A,R-GILL,TUR,NONE,,24.065,O10T12M,2006
BAL,DEU,A,A,R-GILL,WHG,NONE,,1.191,O10T12M,2006
BAL,DEU,A,A,R-GILL,WIT,NONE,,0.003,O10T12M,2006
BAL,DEU,B,B,R-GILL,FLE,NONE,,0.18,O10T12M,2006
BAL,DEU,B,B,R-GILL,FRO,NONE,,0.007,O10T12M,2006
BAL,DEU,B,B,R-GILL,COD,NONE,0.27,4.38,O10T12M,2006
BAL,DEU,B,B,R-GILL,FPE,NONE,,0.001,O10T12M,2006
BAL,DEU,B,B,R-GILL,OTH,NONE,,0.001,O10T12M,2006
BAL,DEU,B,B,R-GILL,FPP,NONE,,0.004,O10T12M,2006
BAL,DEU,B,B,R-GILL,TUR,NONE,,0.004,O10T12M,2006
BAL,DEU,A,A,R-LONGLINE,ELE,NONE,,9.301,O10T12M,2006
BAL,DEU,A,A,R-LONGLINE,ELP,NONE,,0.054,O10T12M,2006
BAL,DEU,A,A,R-LONGLINE,FBR,NONE,,0.621,O10T12M,2006
BAL,DEU,A,A,R-LONGLINE,FLE,NONE,,1.119,O10T12M,2006
BAL,DEU,A,A,R-LONGLINE,FRO,NONE,,0.038,O10T12M,2006
BAL,DEU,A,A,R-LONGLINE,GAR,NONE,,0.607,O10T12M,2006
BAL,DEU,A,A,R-LONGLINE,PLN,NONE,,0.011,O10T12M,2006
BAL,DEU,A,A,R-LONGLINE,COD,NONE,,11.52,O10T12M,2006
BAL,DEU,A,A,R-LONGLINE,DAB,NONE,,0.013,O10T12M,2006
BAL,DEU,A,A,R-LONGLINE,FPE,NONE,,1.396,O10T12M,2006
BAL,DEU,A,A,R-LONGLINE,FPI,NONE,,2.839,O10T12M,2006
BAL,DEU,A,A,R-LONGLINE,OTH,NONE,,0.005,O10T12M,2006
BAL,DEU,A,A,R-LONGLINE,FPP,NONE,,7.156,O10T12M,2006
BAL,DEU,A,A,R-LONGLINE,TUR,NONE,,0.042,O10T12M,2006
BAL,DEU,B,B,R-LONGLINE,ELE,NONE,,0.09,O10T12M,2006
BAL,DEU,B,B,R-LONGLINE,COD,NONE,,0.015,O10T12M,2006
BAL,DEU,A,A,R-OTTER,PLN,NONE,,0.008,O10T12M,2006
BAL,DEU,A,A,R-OTTER,COD,NONE,0.046,0.515,O10T12M,2006
BAL,DEU,A,A,R-OTTER,DAB,NONE,0.642,0.622,O10T12M,2006
BAL,DEU,A,A,R-OTTER,FPE,NONE,,0.28,O10T12M,2006
BAL,DEU,A,A,R-OTTER,HAD,NONE,0,0.002,O10T12M,2006
BAL,DEU,A,A,R-OTTER,OTH,NONE,,0.001,O10T12M,2006
BAL,DEU,A,A,R-OTTER,FPP,NONE,,0.44,O10T12M,2006
BAL,DEU,A,A,R-OTTER,WHG,NONE,5.89,15.916,O10T12M,2006
BAL,DEU,A,A,R-TRAMMEL,BLL,NONE,,0.004,O10T12M,2006
BAL,DEU,A,A,R-TRAMMEL,FLE,NONE,,8.238,O10T12M,2006
BAL,DEU,A,A,R-TRAMMEL,FRO,NONE,,0.004,O10T12M,2006
BAL,DEU,A,A,R-TRAMMEL,PLN,NONE,,0.004,O10T12M,2006
BAL,DEU,A,A,R-TRAMMEL,COD,NONE,,1.729,O10T12M,2006
BAL,DEU,A,A,R-TRAMMEL,SAL,NONE,,0.001,O10T12M,2006
BAL,DEU,A,A,R-TRAMMEL,DAB,NONE,,1.353,O10T12M,2006
BAL,DEU,A,A,R-TRAMMEL,FPE,NONE,,0.324,O10T12M,2006
BAL,DEU,A,A,R-TRAMMEL,PLE,NONE,,0.449,O10T12M,2006
BAL,DEU,A,A,R-TRAMMEL,FLX,NONE,,3.17,O10T12M,2006
BAL,DEU,A,A,R-TRAMMEL,LUM,NONE,,0.032,O10T12M,2006
BAL,DEU,A,A,R-TRAMMEL,FPI,NONE,,0.517,O10T12M,2006
BAL,DEU,A,A,R-TRAMMEL,OTH,NONE,,0.006,O10T12M,2006
BAL,DEU,A,A,R-TRAMMEL,FPP,NONE,,0.159,O10T12M,2006
BAL,DEU,A,A,R-TRAMMEL,TUR,NONE,,0.098,O10T12M,2006
BAL,DEU,A,A,R-TRAMMEL,WHG,NONE,,0.028,O10T12M,2006
BAL,DNK,A,A,DEM_SEINE,DAB,NONE,,0.151052,O10T12M,2006
BAL,DNK,A,A,DEM_SEINE,PLE,NONE,,0.027933,O10T12M,2006
BAL,DNK,A,A,DEM_SEINE,FLX,NONE,,0.041,O10T12M,2006
BAL,DNK,A,A,GILL,COD,NONE,,21.299899,O10T12M,2006
BAL,DNK,A,A,GILL,DAB,NONE,,0.386401,O10T12M,2006
BAL,DNK,A,A,GILL,SOL,NONE,,0.098714,O10T12M,2006
BAL,DNK,A,A,GILL,HKE,NONE,,0.003152,O10T12M,2006
BAL,DNK,A,A,GILL,PLE,NONE,,0.438493,O10T12M,2006
BAL,DNK,A,A,GILL,FLX,NONE,,1.870975,O10T12M,2006
BAL,DNK,A,A,GILL,HAD,NONE,,0.063283,O10T12M,2006
BAL,DNK,A,A,GILL,LEM,NONE,,0.008413,O10T12M,2006
BAL,DNK,A,A,GILL,LUM,NONE,,0.01699,O10T12M,2006
BAL,DNK,A,A,GILL,DGS,NONE,,0.001,O10T12M,2006
BAL,DNK,A,A,GILL,POK,NONE,,0.00519,O10T12M,2006
BAL,DNK,A,A,GILL,TUR,NONE,,0.016993,O10T12M,2006
BAL,DNK,A,A,GILL,WHG,NONE,,0.014,O10T12M,2006
BAL,DNK,B,B,GILL,COD,NONE,,0.74644,O10T12M,2006
BAL,DNK,B,B,GILL,SAL,NONE,,1.042,O10T12M,2006
BAL,DNK,A,A,NONE,COD,NONE,0.747479,50.720809,O10T12M,2006
BAL,DNK,A,A,NONE,DAB,NONE,9.011057,6.428071,O10T12M,2006
BAL,DNK,A,A,NONE,SOL,NONE,,1.052715,O10T12M,2006
BAL,DNK,A,A,NONE,PLE,NONE,0.718412,7.091764,O10T12M,2006
BAL,DNK,A,A,NONE,FLX,NONE,1.992444,3.428,O10T12M,2006
BAL,DNK,A,A,NONE,LEM,NONE,,0.227961,O10T12M,2006
BAL,DNK,A,A,NONE,LIN,NONE,,0.019,O10T12M,2006
BAL,DNK,A,A,NONE,LUM,NONE,,0.335,O10T12M,2006
BAL,DNK,A,A,NONE,NEP,NONE,,0.003,O10T12M,2006
BAL,DNK,A,A,NONE,POL,NONE,,0.001,O10T12M,2006
BAL,DNK,A,A,NONE,POK,NONE,,0.00207,O10T12M,2006
BAL,DNK,A,A,NONE,TUR,NONE,,0.292,O10T12M,2006
BAL,DNK,A,A,NONE,WHG,NONE,,0.77,O10T12M,2006
BAL,DNK,A,A,NONE,CAT,NONE,,0.005,O10T12M,2006
BAL,DNK,B,B,NONE,COD,NONE,,0.032135,O10T12M,2006
BAL,DNK,B,B,NONE,SAL,NONE,,0.085,O10T12M,2006
BAL,DNK,A,A,OTTER,SOL,NONE,,0.002017,O10T12M,2006
BAL,DNK,A,A,OTTER,PLE,NONE,,0.007589,O10T12M,2006
BAL,DNK,A,A,OTTER,LUM,NONE,,0.062,O10T12M,2006
BAL,DNK,A,A,OTTER,TUR,NONE,,0.003,O10T12M,2006
BAL,DNK,B,B,OTTER,COD,NONE,,0.179421,O10T12M,2006
BAL,DNK,A,A,POTS,COD,NONE,,4.629285,O10T12M,2006
BAL,DNK,A,A,POTS,DAB,NONE,,0.53,O10T12M,2006
BAL,DNK,A,A,POTS,SOL,NONE,,0.002038,O10T12M,2006
BAL,DNK,A,A,POTS,PLE,NONE,,0.010351,O10T12M,2006
BAL,DNK,A,A,POTS,FLX,NONE,,0.078,O10T12M,2006
BAL,DNK,A,A,POTS,LUM,NONE,,0.085,O10T12M,2006
BAL,DNK,A,A,POTS,TUR,NONE,,0.032,O10T12M,2006
BAL,DNK,A,A,R-DEM_SEINE,COD,NONE,,4.78949,O10T12M,2006
BAL,DNK,A,A,R-DEM_SEINE,DAB,NONE,,9.960948,O10T12M,2006
BAL,DNK,A,A,R-DEM_SEINE,SOL,NONE,,0.001032,O10T12M,2006
BAL,DNK,A,A,R-DEM_SEINE,PLE,NONE,,4.746877,O10T12M,2006
BAL,DNK,A,A,R-DEM_SEINE,FLX,NONE,,3.251,O10T12M,2006
BAL,DNK,A,A,R-DEM_SEINE,LEM,NONE,,0.03825,O10T12M,2006
BAL,DNK,A,A,R-DEM_SEINE,LUM,NONE,,0.001,O10T12M,2006
BAL,DNK,A,A,R-DEM_SEINE,TUR,NONE,,0.073,O10T12M,2006
BAL,DNK,A,A,R-GILL,COD,NONE,0.32,635.323408,O10T12M,2006
BAL,DNK,A,A,R-GILL,DAB,NONE,,25.834796,O10T12M,2006
BAL,DNK,A,A,R-GILL,SOL,NONE,,9.243991,O10T12M,2006
BAL,DNK,A,A,R-GILL,HKE,NONE,,0.031547,O10T12M,2006
BAL,DNK,A,A,R-GILL,FPE,NONE,,3.275,O10T12M,2006
BAL,DNK,A,A,R-GILL,PLE,NONE,,79.828793,O10T12M,2006
BAL,DNK,A,A,R-GILL,BSS,NONE,,0.001,O10T12M,2006
BAL,DNK,A,A,R-GILL,FLX,NONE,,77.781212,O10T12M,2006
BAL,DNK,A,A,R-GILL,HAD,NONE,,0.010377,O10T12M,2006
BAL,DNK,A,A,R-GILL,LEM,NONE,,0.491268,O10T12M,2006
BAL,DNK,A,A,R-GILL,LIN,NONE,,0.047,O10T12M,2006
BAL,DNK,A,A,R-GILL,LUM,NONE,,28.210753,O10T12M,2006
BAL,DNK,A,A,R-GILL,FPI,NONE,,0.001,O10T12M,2006
BAL,DNK,A,A,R-GILL,POL,NONE,,0.002,O10T12M,2006
